,concepts,sentence
4134,['clock' 'top' 'tower'],There is a clock in the top of a tall tower
4135,['clock' 'mount' 'wall'],A sun clock mounted to a white wall.
4136,['clock' 'mount' 'wall'],An analog clock is mounted on the wall.
4137,['clock' 'mount' 'wall'],A clock mounted on the side of a yellow wall.
4138,['action' 'match' 'player'],player in action during a match
4139,['action' 'match' 'player'],players in action during round of the match .
4140,['action' 'match' 'player'],cricket player in action on day of the third test match .
4141,['boat' 'harbour' 'moor'],boats moored in a harbour
4142,['boat' 'harbour' 'moor'],boat moored on the harbour
4143,['boat' 'harbour' 'moor'],yachts and boats moored at the harbour
4144,['couch' 'room' 'window'],A couch and a window in a room.
4145,['couch' 'room' 'window'],A room with four windows and black couches.
4146,['couch' 'room' 'window'],this living room has two windows and a brown couch
4147,['everything' 'know' 'need'],everything you need to know
4148,['everything' 'know' 'need'],everything you need to know a day after the fire
4149,['everything' 'know' 'need'],everything you need to know about event this year
4150,['field' 'giraffe' 'tree'],two giraffes in a field near a tree
4151,['field' 'giraffe' 'tree'],A giraffe in an grassy field with trees
4152,['field' 'giraffe' 'tree'],Three giraffes on grassy field next to trees.
4153,['silhouette' 'sky' 'tree'],tree silhouetted against the sky
4154,['silhouette' 'sky' 'tree'],tree silhouette in the evening sky
4155,['silhouette' 'sky' 'tree'],tree silhouette under the orange sky
4156,['meat' 'plate' 'potato'],a plate with meat and potatoes on it 
4157,['meat' 'plate' 'potato'],"an image of meat, vegetables and potato on plate"
4158,['meat' 'plate' 'potato'],"The plate is full of broccoli, potatoes, and meat."
4159,['cloud' 'lapse' 'sky'],clouds over the sky in lapse
4160,['cloud' 'lapse' 'sky'],time lapse of clouds passing by the sky
4161,['cloud' 'lapse' 'sky'],time lapse of moving cloud on a blue sky
4162,['break' 'cloud' 'sun'],sun breaks behind a cloud
4163,['break' 'cloud' 'sun'],sun breaking through a cloud
4164,['break' 'cloud' 'sun'],sun breaks through the clouds
4165,['celebrate' 'fan' 'match'],fans celebrate during a match
4166,['celebrate' 'fan' 'match'],fans celebrate after the match
4167,['celebrate' 'fan' 'match'],young fans celebrating at a rugby match
4168,['morning' 'rise' 'sun'],sun rising on a foggy morning
4169,['morning' 'rise' 'sun'],sun rising over the mountain in morning
4170,['morning' 'rise' 'sun'],the sun rises at the beach on a cloudy morning
4171,['park' 'plane' 'runway'],A small plane is parked at a runway.
4172,['park' 'plane' 'runway'],a bunch of planes parked on the runway
4173,['park' 'plane' 'runway'],Five very large planes are parked at a runway.
4174,['desk' 'keyboard' 'laptop'],A laptop and a keyboard on a desk.
4175,['desk' 'keyboard' 'laptop'],a desk with a laptop some keyboards and some books
4176,['desk' 'keyboard' 'laptop'],"The desk has two laptops, a monitor and keyboard. "
4177,['giraffe' 'stand' 'zebra'],a giraffe stands over a herd of zebras
4178,['giraffe' 'stand' 'zebra'],A tall giraffe standing next to a zebra.
4179,['giraffe' 'stand' 'zebra'],two giraffes standing above a single zebra 
4180,['cheese' 'cover' 'pizza'],A large pizza covered in lots of cheese.
4181,['cheese' 'cover' 'pizza'],The pizza is covered in cheese and grease.
4182,['cheese' 'cover' 'pizza'],Two pizzas are covered with cheese and cucumber.
4183,['grass' 'motorcycle' 'park'],a motorcycle parked on a lot near grass
4184,['grass' 'motorcycle' 'park'],a motorcycle is parked in the tall grass.
4185,['grass' 'motorcycle' 'park'],A row of motorcycles all parked on the grass.
4186,['festival' 'perform' 'singer'],singer performs at the festival
4187,['festival' 'perform' 'singer'],singer performs on day of festival
4188,['festival' 'perform' 'singer'],singer performing live at festival
4189,['competition' 'recur' 'win'],if this girl wins recurring competition
4190,['competition' 'recur' 'win'],olympic athlete winning recurring competition
4191,['competition' 'recur' 'win'],while wore green to win recurring competition .
4192,['athlete' 'match' 'team'],athlete in a match for football team .
4193,['athlete' 'match' 'team'],athlete leads out his team during the match
4194,['athlete' 'match' 'team'],athlete during the match between rugby union teams
4195,['bee' 'flower' 'pollen'],bee taking pollen from a flower
4196,['bee' 'flower' 'pollen'],bees on a flower collecting pollen
4197,['bee' 'flower' 'pollen'],a bee collects pollen in the flower
4198,['forest' 'grow' 'tree'],tree growing in the forest
4199,['forest' 'grow' 'tree'],green forest and tree growing
4200,['forest' 'grow' 'tree'],a forest of eucalyptus trees grows .
4201,['couch' 'lamp' 'room'],A couch and lamp in a small room.
4202,['couch' 'lamp' 'room'],A  living room with couches and lamps in it
4203,['couch' 'lamp' 'room'],The room has a blue couch and easy chair near three lamps. 
4204,['lift' 'player' 'trophy'],rugby player lifts the trophy
4205,['lift' 'player' 'trophy'],football players lift the trophy
4206,['lift' 'player' 'trophy'],tennis player lifting the trophy .
4207,['address' 'crowd' 'politician'],politician addresses the crowd .
4208,['address' 'crowd' 'politician'],politician addresses a republican crowd .
4209,['address' 'crowd' 'politician'],politician addressing a crowd of supporters
4210,['cover' 'moss' 'rock'],a rock covered in moss
4211,['cover' 'moss' 'rock'],creek with moss covered rocks .
4212,['cover' 'moss' 'rock'],rocks covered in moss by the sea
4213,['bathroom' 'tile' 'toilet'],A bathroom with white tile and a toilet
4214,['bathroom' 'tile' 'toilet'],Two toilets that are in a bathroom with tiles.
4215,['bathroom' 'tile' 'toilet'],A toilet is shown inside the bathroom with tile.
4216,['bee' 'collect' 'pollen'],bee collecting pollen on an aloe
4217,['bee' 'collect' 'pollen'],bees collect some pollen on lotus
4218,['bee' 'collect' 'pollen'],a bee in a flower collected pollen
4219,['fashion' 'feature' 'look'],a fashion look featuring dress
4220,['fashion' 'feature' 'look'],a fashion look featuring ankle booties and scarves .
4221,['fashion' 'feature' 'look'],a fashion look featuring see through dress and red pumps .
4222,['collect' 'flower' 'pollen'],bees on a flower collecting pollen
4223,['collect' 'flower' 'pollen'],a bee collects pollen in the flower
4224,['collect' 'flower' 'pollen'],a bee collecting pollen from white flowers .
4225,['bathroom' 'stall' 'toilet'],A bathroom with white toilet and shower stall
4226,['bathroom' 'stall' 'toilet'],A toilet that is in a blue stall in a bathroom.
4227,['bathroom' 'stall' 'toilet'],Three bathroom stalls with toilets in a restroom
4228,['daughter' 'mother' 'portrait'],portrait of a mother and daughter
4229,['daughter' 'mother' 'portrait'],portrait of an older mother and daughter in studio
4230,['daughter' 'mother' 'portrait'],portrait of mother embracing her daughter in the park
4231,['bathroom' 'look' 'toilet'],The toilet in the bathroom looks very old
4232,['bathroom' 'look' 'toilet'],looks like a ships bathroom with a toilet
4233,['bathroom' 'look' 'toilet'],A toilet in a very gross looking bathroom.
4234,['broccoli' 'plate' 'top'],A red plate topped with broccoli and sauce.
4235,['broccoli' 'plate' 'top'],Square white plate of broccoli and entree topped with melted cheese.
4236,['sway' 'tree' 'wind'],tree swaying in the wind
4237,['sway' 'tree' 'wind'],trees swaying in the wind by a blue lake
4238,['sway' 'tree' 'wind'],acacia tree are swaying on the breeze of the strong wind
4239,['competition' 'golfer' 'recur'],golfer during recurring competition held
4240,['competition' 'golfer' 'recur'],golfer after winning recurring competition played
4241,['competition' 'golfer' 'recur'],golfer on the first tee during recurring competition
4242,['clock' 'side' 'tower'],Clocks on the side of a bell tower.
4243,['clock' 'side' 'tower'],A large castle tower has clocks on its sides.
4244,['clock' 'side' 'tower'],an old church tower with clocks on all four sides
4245,['cloud' 'rise' 'sun'],clouds as the sun rises
4246,['cloud' 'rise' 'sun'],sun rises above a fluffy sea of clouds
4247,['cloud' 'rise' 'sun'],time lapse of the sun rising behind clouds
4248,['bride' 'father' 'walk'],father walks bride to the altar
4249,['bride' 'father' 'walk'],bride walking in with her father
4250,['bride' 'father' 'walk'],father and bride walk up the isle
4251,['cheese' 'pizza' 'vegetable'],The pizza has cheese and vegetables on it.
4252,['cheese' 'pizza' 'vegetable'],A pizza with cheese and vegetables in a box.
4253,['cheese' 'pizza' 'vegetable'],The pizza is loaded with melted cheese and vegetables such as green peppers.
4254,['bathroom' 'toilet' 'vanity'],An open toilet in a bathroom with a vanity.
4255,['bathroom' 'toilet' 'vanity'],"A small bathroom has a mirror, vanity and toilet"
4256,['bathroom' 'toilet' 'vanity'],Half of a bathroom just the vanity and the toilet.
4257,['match' 'player' 'session'],soccer player during session before the match .
4258,['match' 'player' 'session'],rugby player during a training session ahead of the match
4259,['match' 'player' 'session'],players during session before the matches against country do interest .
4260,['city' 'place' 'worship'],place of worship in the city
4261,['city' 'place' 'worship'],buddhist place of worship and a city
4262,['city' 'place' 'worship'],trees outside places of worship in a city .
4263,['church' 'stain' 'window'],stained glass window in a church
4264,['church' 'stain' 'window'],stained glass windows by novelist at church
4265,['church' 'stain' 'window'],edwardian stained glass window from the old church
4266,['bathroom' 'seat' 'toilet'],a black seat on a toilet in a bathroom
4267,['bathroom' 'seat' 'toilet'],A bathroom has a toilet with the seat up.
4268,['bathroom' 'seat' 'toilet'],A white toilet missing seat in an old bathroom.
4269,['enclosure' 'giraffe' 'tree'],four giraffes in an enclosure around a tree
4270,['enclosure' 'giraffe' 'tree'],Three giraffes in enclosure grazing on the trees.
4271,['enclosure' 'giraffe' 'tree'],A giraffe in an enclosure reaching up to the trees.
4272,['cloud' 'mountain' 'move'],moving clouds on the mountains
4273,['cloud' 'mountain' 'move'],time lapse of moving cloud over the mountain
4274,['cloud' 'mountain' 'move'],clouds moving before a storm near some mountains
4275,['place' 'temple' 'worship'],the temple of places of worship
4276,['place' 'temple' 'worship'],buddhist place of worship or temple
4277,['place' 'temple' 'worship'],hindu place of worship is a temple .
4278,['cloud' 'reflect' 'sky'],the sky and clouds reflected
4279,['cloud' 'reflect' 'sky'],clouds and sky reflect in a calm inlet
4280,['cloud' 'reflect' 'sky'],reflect the cirrus clouds of a crisp october sky
4281,['provide' 'security' 'soldier'],a group of soldiers provide security
4282,['provide' 'security' 'soldier'],soldier provides security along a road
4283,['provide' 'security' 'soldier'],a soldier runs over to provide security
4284,['collect' 'flower' 'nectar'],a bee collects nectar on a flower
4285,['collect' 'flower' 'nectar'],bees collect nectar from the flowers
4286,['collect' 'flower' 'nectar'],bumblebee collecting nectar at a flower
4287,['look' 'motorcycle' 'park'],The man is looking at the parked motorcycle. 
4288,['look' 'motorcycle' 'park'],People looking at motorcycles parked in a row.
4289,['look' 'motorcycle' 'park'],A man looking for a place to park his motorcycle
4290,['flower' 'move' 'wind'],flower moving in the wind
4291,['flower' 'move' 'wind'],flowers of tree moving on the wind
4292,['flower' 'move' 'wind'],little pink flowers moved by the wind
4293,['bathroom' 'urinal' 'wall'],Urinals on a wall in a large bathroom 
4294,['bathroom' 'urinal' 'wall'],The bathroom has five urinals on the walls.
4295,['bathroom' 'urinal' 'wall'],A bathroom with three white wall mounted urinals.
4296,['bathroom' 'toilet' 'towel'],A bathroom with a white toilet and towels.
4297,['bathroom' 'toilet' 'towel'],A towel is hung above the toilet in a small bathroom.
4298,['bathroom' 'toilet' 'towel'],dimly lit bathroom with towels hanging beside the toilet
4299,['cheese' 'onion' 'pizza'],"a pizza with ham, cheese and green onions"
4300,['cheese' 'onion' 'pizza'],This homemade pizza features plenty of cheese and onions.
4301,['cheese' 'onion' 'pizza'],"An uncooked pizza with meat, olives, onions, cheese and sauce."
